site,datetime,x,y,layer,obsval
twgw_2_2957,2018-02-11 07:12:00,5776.142710477893,-765.2288571604122,3,34.53751501
twgw_0_310,2018-02-06 02:24:00,9869.237510077019,2071.7000858204833,1,34.91177596
twgw_0_4518,2018-01-07 19:12:00,2618.279513933654,-1498.6932103263841,1,34.13323833
twgw_0_3385,2018-01-23 00:00:00,3661.007335486058,459.4611404212613,1,34.77094485
twgw_0_4369,2018-01-24 09:36:00,2377.285659093784,-750.5158913574547,1,34.34221571
twgw_0_4015,2018-01-18 12:00:00,4378.0423785322955,-1795.79023572067,1,34.36262528
twgw_0_202,2018-02-07 02:24:00,9000.260312632394,3355.506277632604,1,35.38669696
twgw_0_1042,2018-01-10 02:24:00,6472.877121823882,3974.1157707806547,1,35.93901867
twgw_2_1960,2018-01-25 04:48:00,7346.139044750419,-0.30556947770839926,3,34.63511204
twgw_2_310,2018-02-14 16:48:00,9853.38494163777,2069.399869532959,3,34.91085536
twgw_2_4518,2018-02-09 21:36:00,2581.2893564558844,-1500.256060255662,3,34.13221831
twgw_0_1590,2018-01-11 00:00:00,6877.212040124034,1533.516731404556,1,34.79979079
twgw_2_4015,2018-01-08 12:00:00,4344.760085967589,-1757.2720751585152,3,34.36171895
twgw_2_202,2018-02-15 14:24:00,9002.018850419525,3319.006745680373,3,35.38569262
twgw_2_4369,2018-01-02 02:24:00,2382.2943635294123,-731.287169678793,3,34.34115482
twgw_2_1042,2018-01-19 00:00:00,6411.073826936332,3915.6557626196472,3,35.93789877
twgw_2_202,2018-02-02 16:48:00,9002.018850419525,3319.006745680373,3,35.09518746
twgw_2_3385,2018-03-06 16:48:00,3636.601296879497,474.67399784594204,3,34.50505515
twgw_0_1042,2018-03-17 09:36:00,6472.877121823882,3974.1157707806547,1,35.54624017
twgw_2_2728,2018-02-17 07:12:00,5290.585298319484,404.5562801765389,3,34.44676596
twgw_0_2957,2018-02-23 07:12:00,5785.644647575239,-766.8019312504399,1,34.35247849
twgw_2_4369,2018-02-22 04:48:00,2382.2943635294123,-731.287169678793,3,34.16070279
twgw_2_310,2018-02-10 21:36:00,9853.38494163777,2069.399869532959,3,34.70694775
twgw_0_310,2018-02-04 00:00:00,9869.237510077019,2071.7000858204833,1,34.70767606
twgw_0_3385,2018-02-05 19:12:00,3661.007335486058,459.4611404212613,1,34.50591707
twgw_2_1590,2018-02-17 04:48:00,6936.293012858507,1552.8256344670576,3,34.57867128
twgw_0_1590,2018-03-10 21:36:00,6877.212040124034,1533.516731404556,1,34.57942188
twgw_2_1042,2018-02-16 09:36:00,6411.073826936332,3915.6557626196472,3,35.54528187
twgw_2_2957,2018-02-12 21:36:00,5776.142710477893,-765.2288571604122,3,34.35181789
twgw_0_2728,2018-03-22 04:48:00,5268.359669847015,371.1482351337234,1,34.44754315
twgw_0_3076,2018-03-26 16:48:00,3767.7898343058077,1192.6725532771384,1,34.70728913
twgw_0_202,2018-03-14 16:48:00,9000.260312632394,3355.506277632604,1,35.09601143
twgw_2_3076,2018-02-16 07:12:00,3832.385761844663,1154.0384951844164,3,34.7063952
twgw_0_4015,2018-03-26 19:12:00,4378.0423785322955,-1795.79023572067,1,34.19883452
twgw_0_4518,2018-03-24 00:00:00,2618.279513933654,-1498.6932103263841,1,33.9946
twgw_2_1960,2018-02-03 09:36:00,7346.139044750419,-0.30556947770839926,3,34.45129658
twgw_0_3385,2018-03-15 14:24:00,3661.007335486058,459.4611404212613,1,34.88260872
twgw_2_4518,2018-04-13 09:36:00,2581.2893564558844,-1500.256060255662,3,34.19823654
twgw_0_2728,2018-04-30 09:36:00,5268.359669847015,371.1482351337234,1,34.76791444
twgw_2_3385,2018-04-07 07:12:00,3636.601296879497,474.67399784594204,3,34.88146572
twgw_2_310,2018-03-06 12:00:00,9853.38494163777,2069.399869532959,3,34.99442062
twgw_2_1590,2018-04-13 21:36:00,6936.293012858507,1552.8256344670576,3,34.89504023
twgw_0_4518,2018-04-07 21:36:00,2618.279513933654,-1498.6932103263841,1,34.19939405
twgw_0_4015,2018-03-23 02:24:00,4378.0423785322955,-1795.79023572067,1,34.44248497
twgw_2_2957,2018-04-11 02:24:00,5776.142710477893,-765.2288571604122,3,34.62507986
twgw_0_1042,2018-03-22 07:12:00,6472.877121823882,3974.1157707806547,1,36.07165909
twgw_0_4369,2018-04-01 07:12:00,2377.285659093784,-750.5158913574547,1,34.42441655
twgw_2_1960,2018-03-23 12:00:00,7346.139044750419,-0.30556947770839926,3,34.71833831
twgw_2_4369,2018-04-06 12:00:00,2382.2943635294123,-731.287169678793,3,34.42323335
twgw_0_1960,2018-04-13 09:36:00,7342.486528242131,50.99458220891215,1,34.7194119
twgw_0_202,2018-04-07 00:00:00,9000.260312632394,3355.506277632604,1,35.49579738
twgw_0_310,2018-03-13 16:48:00,9869.237510077019,2071.7000858204833,1,34.99544683
twgw_0_3076,2018-04-17 12:00:00,3767.7898343058077,1192.6725532771384,1,35.12322759
twgw_2_202,2018-03-19 09:36:00,9002.018850419525,3319.006745680373,3,35.49472355
twgw_0_2957,2018-03-28 02:24:00,5785.644647575239,-766.8019312504399,1,34.62618097
twgw_2_3076,2018-04-08 00:00:00,3832.385761844663,1154.0384951844164,3,35.12207169
twgw_2_2728,2018-04-28 19:12:00,5290.585298319484,404.5562801765389,3,34.76684609
twgw_0_1590,2018-04-24 16:48:00,6877.212040124034,1533.516731404556,1,34.89607326
twgw_0_4518,2018-04-14 00:00:00,2618.279513933654,-1498.6932103263841,1,34.45607274
twgw_2_2957,2018-04-11 21:36:00,5776.142710477893,-765.2288571604122,3,34.96815272
twgw_0_2728,2018-04-21 09:36:00,5268.359669847015,371.1482351337234,1,35.18431912
twgw_0_4015,2018-04-26 16:48:00,4378.0423785322955,-1795.79023572067,1,34.74029353
twgw_2_202,2018-04-03 19:12:00,9002.018850419525,3319.006745680373,3,36.07184824
twgw_0_202,2018-04-17 16:48:00,9000.260312632394,3355.506277632604,1,36.07329013
twgw_0_4369,2018-04-23 09:36:00,2377.285659093784,-750.5158913574547,1,34.76539199
twgw_2_3385,2018-04-18 02:24:00,3636.601296879497,474.67399784594204,3,35.39221349
twgw_2_3076,2018-05-09 16:48:00,3832.385761844663,1154.0384951844164,3,35.70275608
twgw_0_3076,2018-04-24 16:48:00,3767.7898343058077,1192.6725532771384,1,35.70431403
twgw_0_1960,2018-05-11 16:48:00,7342.486528242131,50.99458220891215,1,35.0617749
twgw_2_2728,2018-04-05 12:00:00,5290.585298319484,404.5562801765389,3,35.18286666
twgw_0_3385,2018-04-25 07:12:00,3661.007335486058,459.4611404212613,1,35.39375982
twgw_2_1042,2018-05-29 14:24:00,6411.073826936332,3915.6557626196472,3,36.8758958
twgw_2_4015,2018-04-09 14:24:00,4344.760085967589,-1757.2720751585152,3,34.7388108
twgw_0_1590,2018-04-14 14:24:00,6877.212040124034,1533.516731404556,1,35.3123671
twgw_2_310,2018-05-01 04:48:00,9853.38494163777,2069.399869532959,3,35.38693949
twgw_2_1960,2018-05-05 14:24:00,7346.139044750419,-0.30556947770839926,3,35.06027023
twgw_0_4518,2018-06-07 16:48:00,2618.279513933654,-1498.6932103263841,1,34.64339527
twgw_0_1960,2018-05-30 16:48:00,7342.486528242131,50.99458220891215,1,35.31271942
twgw_2_310,2018-06-13 12:00:00,9853.38494163777,2069.399869532959,3,35.68795601
twgw_0_2728,2018-06-04 14:24:00,5268.359669847015,371.1482351337234,1,35.49280864
twgw_0_3076,2018-05-16 07:12:00,3767.7898343058077,1192.6725532771384,1,36.15549955
twgw_2_1590,2018-05-11 21:36:00,6936.293012858507,1552.8256344670576,3,35.62163468
twgw_2_4369,2018-05-03 04:48:00,2382.2943635294123,-731.287169678793,3,35.01738883
twgw_0_1042,2018-05-30 12:00:00,6472.877121823882,3974.1157707806547,1,37.53901344
twgw_0_310,2018-06-08 16:48:00,9869.237510077019,2071.7000858204833,1,35.68970671
twgw_2_2957,2018-06-28 12:00:00,5776.142710477893,-765.2288571604122,3,35.21637212
twgw_2_3385,2018-05-09 02:24:00,3636.601296879497,474.67399784594204,3,35.78181216
twgw_2_3076,2018-05-24 12:00:00,3832.385761844663,1154.0384951844164,3,36.15361575
twgw_2_1960,2018-05-09 02:24:00,7346.139044750419,-0.30556947770839926,3,35.31097484
twgw_0_4015,2018-05-15 07:12:00,4378.0423785322955,-1795.79023572067,1,34.9529933
twgw_0_3385,2018-06-18 14:24:00,3661.007335486058,459.4611404212613,1,35.78367326
twgw_0_202,2018-05-01 09:36:00,9000.260312632394,3355.506277632604,1,36.53215756
twgw_0_2957,2018-06-13 09:36:00,5785.644647575239,-766.8019312504399,1,35.21810223
twgw_2_2728,2018-06-06 12:00:00,5290.585298319484,404.5562801765389,3,35.49107047
twgw_2_202,2018-06-04 16:48:00,9002.018850419525,3319.006745680373,3,36.53041764
twgw_2_310,2018-07-17 04:48:00,9853.38494163777,2069.399869532959,3,35.78968172
twgw_2_1590,2018-07-29 02:24:00,6936.293012858507,1552.8256344670576,3,35.72155305
twgw_2_3385,2018-06-07 07:12:00,3636.601296879497,474.67399784594204,3,35.92500802
twgw_0_1042,2018-06-14 00:00:00,6472.877121823882,3974.1157707806547,1,37.82442667
twgw_2_3076,2018-07-17 21:36:00,3832.385761844663,1154.0384951844164,3,36.32700201
twgw_0_3385,2018-07-06 07:12:00,3661.007335486058,459.4611404212613,1,35.92699592
twgw_2_4369,2018-06-15 02:24:00,2382.2943635294123,-731.287169678793,3,35.10565553
twgw_0_4518,2018-07-12 00:00:00,2618.279513933654,-1498.6932103263841,1,34.70500817
twgw_0_3076,2018-06-04 16:48:00,3767.7898343058077,1192.6725532771384,1,36.32902727
twgw_0_4015,2018-07-04 09:36:00,4378.0423785322955,-1795.79023572067,1,35.01562367
twgw_0_310,2018-07-16 04:48:00,9869.237510077019,2071.7000858204833,1,35.79146815
twgw_0_1590,2018-06-22 16:48:00,6877.212040124034,1533.516731404556,1,35.72332982
twgw_0_1960,2018-06-28 21:36:00,7342.486528242131,50.99458220891215,1,35.38327958
twgw_0_202,2018-07-19 16:48:00,9000.260312632394,3355.506277632604,1,36.71214396
twgw_2_1042,2018-07-28 02:24:00,6411.073826936332,3915.6557626196472,3,37.8223921
twgw_0_2728,2018-06-22 00:00:00,5268.359669847015,371.1482351337234,1,35.59388349
twgw_2_202,2018-06-11 00:00:00,9002.018850419525,3319.006745680373,3,36.71027261
twgw_2_2728,2018-07-21 16:48:00,5290.585298319484,404.5562801765389,3,35.5920412
twgw_2_2957,2018-07-03 14:24:00,5776.142710477893,-765.2288571604122,3,35.28818318
twgw_0_4369,2018-07-26 04:48:00,2377.285659093784,-750.5158913574547,1,35.10766998
twgw_2_4015,2018-07-15 16:48:00,4344.760085967589,-1757.2720751585152,3,35.01387034
twgw_0_1042,2018-07-07 21:36:00,6472.877121823882,3974.1157707806547,1,37.62855649
twgw_0_202,2018-07-06 19:12:00,9000.260312632394,3355.506277632604,1,36.5471529
twgw_2_4015,2018-08-27 02:24:00,4344.760085967589,-1757.2720751585152,3,34.90866175
twgw_2_2728,2018-08-21 07:12:00,5290.585298319484,404.5562801765389,3,35.45384488
twgw_2_3385,2018-07-23 07:12:00,3636.601296879497,474.67399784594204,3,35.77203608
twgw_0_2728,2018-08-15 16:48:00,5268.359669847015,371.1482351337234,1,35.45556774
twgw_2_1960,2018-08-01 21:36:00,7346.139044750419,-0.30556947770839926,3,35.25577166
twgw_0_4518,2018-07-11 14:24:00,2618.279513933654,-1498.6932103263841,1,34.61995314
twgw_0_4015,2018-08-02 09:36:00,4378.0423785322955,-1795.79023572067,1,34.91022908
twgw_0_1960,2018-07-22 00:00:00,7342.486528242131,50.99458220891215,1,35.25736374
twgw_2_4518,2018-08-08 21:36:00,2581.2893564558844,-1500.256060255662,3,34.61816304
twgw_2_1590,2018-08-26 07:12:00,6936.293012858507,1552.8256344670576,3,35.57903074
twgw_0_3385,2018-06-30 12:00:00,3661.007335486058,459.4611404212613,1,35.77391467
twgw_0_310,2018-08-13 04:48:00,9869.237510077019,2071.7000858204833,1,35.65681873
twgw_2_3076,2018-07-27 12:00:00,3832.385761844663,1154.0384951844164,3,36.16164798
twgw_0_4369,2018-07-12 09:36:00,2377.285659093784,-750.5158913574547,1,34.99963554
twgw_2_1042,2018-08-24 16:48:00,6411.073826936332,3915.6557626196472,3,37.62656715
twgw_0_1590,2018-07-29 09:36:00,6877.212040124034,1533.516731404556,1,35.58069366
twgw_2_4369,2018-08-04 16:48:00,2382.2943635294123,-731.287169678793,3,34.99776735
twgw_0_2957,2018-08-05 09:36:00,5785.644647575239,-766.8019312504399,1,35.16700465
twgw_0_202,2018-09-18 07:12:00,9000.260312632394,3355.506277632604,1,36.08785458
twgw_2_2957,2018-08-01 02:24:00,5776.142710477893,-765.2288571604122,3,34.88506178
twgw_2_2728,2018-08-04 19:12:00,5290.585298319484,404.5562801765389,3,35.11606501
twgw_0_1590,2018-09-01 07:12:00,6877.212040124034,1533.516731404556,1,35.24215995
twgw_0_1042,2018-08-31 09:36:00,6472.877121823882,3974.1157707806547,1,36.99980692
twgw_0_1960,2018-08-31 12:00:00,7342.486528242131,50.99458220891215,1,34.97730114
twgw_0_2728,2018-09-01 12:00:00,5268.359669847015,371.1482351337234,1,35.11747199
twgw_0_2957,2018-09-16 16:48:00,5785.644647575239,-766.8019312504399,1,34.88628068
twgw_2_202,2018-09-27 14:24:00,9002.018850419525,3319.006745680373,3,36.0863641
twgw_2_4518,2018-08-13 19:12:00,2581.2893564558844,-1500.256060255662,3,34.4087112
twgw_0_3076,2018-08-25 21:36:00,3767.7898343058077,1192.6725532771384,1,35.70009889
twgw_2_1042,2018-08-04 00:00:00,6411.073826936332,3915.6557626196472,3,36.99808803
twgw_2_4015,2018-08-08 00:00:00,4344.760085967589,-1757.2720751585152,3,34.66515872
twgw_2_4369,2018-08-07 09:36:00,2382.2943635294123,-731.287169678793,3,34.72105344
twgw_2_1960,2018-08-03 19:12:00,7346.139044750419,-0.30556947770839926,3,34.97607171
twgw_0_4518,2018-08-15 00:00:00,2618.279513933654,-1498.6932103263841,1,34.4101422
twgw_0_310,2018-08-16 02:24:00,9869.237510077019,2071.7000858204833,1,35.33942709
twgw_2_2728,2018-10-27 09:36:00,5290.585298319484,404.5562801765389,3,34.66643885
twgw_2_310,2018-09-27 19:12:00,9853.38494163777,2069.399869532959,3,34.91937812
twgw_0_1590,2018-10-22 14:24:00,6877.212040124034,1533.516731404556,1,34.79667091
twgw_0_1042,2018-09-07 19:12:00,6472.877121823882,3974.1157707806547,1,36.10055925
twgw_2_1590,2018-09-09 00:00:00,6936.293012858507,1552.8256344670576,3,34.79572753
twgw_2_1042,2018-08-30 12:00:00,6411.073826936332,3915.6557626196472,3,36.09926771
twgw_2_4369,2018-10-20 19:12:00,2382.2943635294123,-731.287169678793,3,34.34660866
twgw_0_2728,2018-09-25 16:48:00,5268.359669847015,371.1482351337234,1,34.66741706
twgw_0_202,2018-10-23 09:36:00,9000.260312632394,3355.506277632604,1,35.45380156
twgw_0_1960,2018-10-01 09:36:00,7342.486528242131,50.99458220891215,1,34.61912054
twgw_0_4015,2018-10-15 16:48:00,4378.0423785322955,-1795.79023572067,1,34.34585368
twgw_2_4518,2018-09-07 21:36:00,2581.2893564558844,-1500.256060255662,3,34.12794334
twgw_0_4369,2018-09-17 19:12:00,2377.285659093784,-750.5158913574547,1,34.34764662
twgw_2_1960,2018-10-27 09:36:00,7346.139044750419,-0.30556947770839926,3,34.6183352
twgw_0_4518,2018-10-12 12:00:00,2618.279513933654,-1498.6932103263841,1,34.12890948
twgw_2_202,2018-10-20 04:48:00,9002.018850419525,3319.006745680373,3,35.45273153
twgw_2_3076,2018-09-17 07:12:00,3832.385761844663,1154.0384951844164,3,35.05689241
twgw_2_2957,2018-09-02 00:00:00,5776.142710477893,-765.2288571604122,3,34.52092962
twgw_0_2957,2018-09-27 09:36:00,5785.644647575239,-766.8019312504399,1,34.52171099
twgw_0_3076,2018-10-26 12:00:00,3767.7898343058077,1192.6725532771384,1,35.05805313
twgw_0_310,2018-09-17 00:00:00,9869.237510077019,2071.7000858204833,1,34.92018027
twgw_0_3076,2018-10-06 02:24:00,3767.7898343058077,1192.6725532771384,1,34.39457547
twgw_0_4369,2018-10-29 16:48:00,2377.285659093784,-750.5158913574547,1,33.96541145
twgw_0_4518,2018-10-14 00:00:00,2618.279513933654,-1498.6932103263841,1,33.84233397
twgw_2_3076,2018-11-19 12:00:00,3832.385761844663,1154.0384951844164,3,34.39388436
twgw_2_2957,2018-11-26 21:36:00,5776.142710477893,-765.2288571604122,3,34.14908339
twgw_0_2957,2018-11-18 16:48:00,5785.644647575239,-766.8019312504399,1,34.149458
twgw_2_4015,2018-10-17 09:36:00,4344.760085967589,-1757.2720751585152,3,34.01710877
twgw_0_2728,2018-10-11 04:48:00,5268.359669847015,371.1482351337234,1,34.20788805
twgw_2_4369,2018-11-25 09:36:00,2382.2943635294123,-731.287169678793,3,33.96483809
twgw_0_1960,2018-11-05 19:12:00,7342.486528242131,50.99458220891215,1,34.25493305
twgw_2_1590,2018-11-01 21:36:00,6936.293012858507,1552.8256344670576,3,34.34383603
twgw_2_3385,2018-11-14 02:24:00,3636.601296879497,474.67399784594204,3,34.22218033
twgw_0_310,2018-11-09 07:12:00,9869.237510077019,2071.7000858204833,1,34.16368418
twgw_0_1042,2018-11-11 16:48:00,6472.877121823882,3974.1157707806547,1,34.40077978
twgw_0_4015,2018-11-20 19:12:00,4378.0423785322955,-1795.79023572067,1,33.7559576
twgw_2_4518,2018-12-09 00:00:00,2581.2893564558844,-1500.256060255662,3,33.61884799
twgw_2_1960,2018-11-20 09:36:00,7346.139044750419,-0.30556947770839926,3,33.96490057
twgw_0_1590,2018-11-17 19:12:00,6877.212040124034,1533.516731404556,1,33.98880865
twgw_0_1960,2018-12-23 00:00:00,7342.486528242131,50.99458220891215,1,33.96510577
twgw_2_1042,2018-11-09 02:24:00,6411.073826936332,3915.6557626196472,3,34.40035185
twgw_2_4015,2018-11-11 16:48:00,4344.760085967589,-1757.2720751585152,3,33.7557639
twgw_0_3076,2018-12-13 00:00:00,3767.7898343058077,1192.6725532771384,1,33.87380099
twgw_0_2728,2018-11-24 09:36:00,5268.359669847015,371.1482351337234,1,33.84617731
twgw_2_1590,2018-11-01 00:00:00,6936.293012858507,1552.8256344670576,3,33.98857643
twgw_0_202,2018-12-10 14:24:00,9000.260312632394,3355.506277632604,1,34.28394886
twgw_2_3076,2018-12-23 19:12:00,3832.385761844663,1154.0384951844164,3,33.87347273
twgw_2_2728,2018-11-19 19:12:00,5290.585298319484,404.5562801765389,3,33.84593502
twgw_0_3385,2018-12-06 00:00:00,3661.007335486058,459.4611404212613,1,33.77075558
twgw_2_4369,2018-11-20 16:48:00,2382.2943635294123,-731.287169678793,3,33.66916777
twgw_2_310,2018-11-07 02:24:00,9853.38494163777,2069.399869532959,3,34.16346392
twgw_0_4369,2018-11-29 02:24:00,2377.285659093784,-750.5158913574547,1,33.66940725
twgw_2_310,2019-01-07 02:24:00,9853.38494163777,2069.399869532959,3,34.01354911
twgw_0_4015,2018-12-13 19:12:00,4378.0423785322955,-1795.79023572067,1,33.63289675
twgw_0_310,2019-01-24 04:48:00,9869.237510077019,2071.7000858204833,1,34.01366057
twgw_2_3385,2018-12-19 16:48:00,3636.601296879497,474.67399784594204,3,33.56436833
twgw_0_1960,2018-12-15 09:36:00,7342.486528242131,50.99458220891215,1,33.83242724
twgw_2_2728,2018-12-24 00:00:00,5290.585298319484,404.5562801765389,3,33.68063898
twgw_0_3385,2018-12-09 21:36:00,3661.007335486058,459.4611404212613,1,33.56451641
twgw_0_2957,2018-12-28 19:12:00,5785.644647575239,-766.8019312504399,1,33.71398542
twgw_0_2728,2018-12-11 14:24:00,5268.359669847015,371.1482351337234,1,33.680762
twgw_0_202,2019-01-17 04:48:00,9000.260312632394,3355.506277632604,1,34.04275151
twgw_2_4518,2018-11-30 12:00:00,2581.2893564558844,-1500.256060255662,3,33.51907025
twgw_0_3076,2018-12-24 04:48:00,3767.7898343058077,1192.6725532771384,1,33.63315036
twgw_2_1042,2019-01-20 21:36:00,6411.073826936332,3915.6557626196472,3,34.03403445
twgw_0_1590,2018-12-15 09:36:00,6877.212040124034,1533.516731404556,1,33.82823703
twgw_2_3076,2018-11-29 19:12:00,3832.385761844663,1154.0384951844164,3,33.6329862
twgw_0_4518,2018-12-21 16:48:00,2618.279513933654,-1498.6932103263841,1,33.5191757
twgw_2_1590,2018-11-29 02:24:00,6936.293012858507,1552.8256344670576,3,33.82812008
twgw_0_1042,2018-12-28 14:24:00,6472.877121823882,3974.1157707806547,1,34.16914338
twgw_2_4518,2019-01-27 00:00:00,2581.2893564558844,-1500.256060255662,3,33.59445793
